company_flag|state|county|city|entity_name|address1|phone|license_number|licensee_type_cd|licensee_type_cd|qualifying_individual
1|KS|Allen|Iola|AK Construction LLC|1303 2200th St.|620-228-3260|KS10-1870|Lead Renovation Firm|Kirsten M. Weide
1|KS|Allen|Iola|Boren's Roofing|306 N State|620-365-7663|KS11-2279|Lead Renovation Firm|Ron Boren|Katy Boren
1|KS|Allen|LaHarpe|C & C Carpentry|1410 2600 St|620-496-6395|KS11-2354|Lead Renovation Firm|Nicholas R Chapman
1|KS|Allen|LaHarpe|Diebolt Lumber & Supply|2661 Nebraska Rd|620-496-2222|KS11-2271|Lead Renovation Firm|Don Diebolt
1|KS|An|Garnett|Crane Lift and Handyman Service|446 N Cedar|785-448-8203|KS11-2411|Lead Renovation Firm|Michael Crane
1|KS|Anderson|Garnett|ADM Construction|10467 NW 2300 Rd|785-233-2210|KS14-2922|Lead Renovation Firm|Allen P. Miller
1|KS|Anderson|Garnett|Keim & Sons Construction|29947 NW Kentucky Rd|785-448-3562|KS11-2272|Lead Renovation Firm|LaVern Keim
1|KS|Anderson|Garnett|Yutzy Construction LLC|26709 NW Louisianna Rd|785-248-1397|KS11-2261|Lead Renovation Firm|Daniel Yutzy
1|KS|Anderson|Richmond|KP Exteriors, LLC|33992 NW Jewel Rd|785-204-2705|KS14-2882|Lead Renovation Firm|Kenneth Pruitt
1|KS|Atchison|Atchison|Dave Lackey Painting|402 N. 14th|913-367-2862|KS10-1312|Lead Renovation Firm|David R. Lackey
1|KS|Atchison|Atchison|Deware Enterprises LLC|221 North 3rd St # 26|913-367-3750|KS14-2909|Lead Renovation Firm|David Deware
1|KS|Atchison|Atchison|Kearney Construction Inc|6199 Osage Rd.|913-367-1200|KS10-1844|Lead Renovation Firm|Gary Kearny Jr
1|KS|Atchison|Atchison|L & L Construction|16083-262nd Road|913-367-3161|KS10-1535|Lead Renovation Firm|Tesea Kearney
1|KS|Atchison|Cummings|Cummins & Sons, LLC|2438 Osborne Rd|913-370-0678|KS11-2428|Lead Renovation Firm|Daniel T Cummins II
1|KS|Atchison|Everest|Kimmi Construction|11029 Finney Rd|785-741-3170|KS10-1948|Lead Renovation Firm|Jason Kimmi
1|KS|BARTON|ELLINWOOD|TRINITY RESTORATION MOKAN INC|1107 NE 50 ROAD|620-564-3131|KS10-1813|Lead Renovation Firm|LAURA CLAYTON
1|KS|BARTON|GREAT BEND|MOSES PROPERTIES LLC|2015 FOREST AVE STE 205|620-792-8000|KS10-2136|Lead Renovation Firm|EARL MOSES
1|KS|BARTON|Great Bend|C & V HOME IMPROVEMENT, INC .|1107 10th St.|620-796-2500|KS10-1284|Lead Renovation Firm|MATT HOISINGTON|CLAUDIA WESNER
1|KS|BOURBON|FORT SCOTT|GREAT EXPECTATIONS RESTORATION, LLC|1201 S. NATIONAL AVE.|620-223-3090|KS12-2609|Lead Renovation Firm|MATTHEW WELLS
1|KS|BOURBON|FORT SCOTT|JERRY NAFZGER|1910 235TH|620-719-0385|KS10-2111|Lead Renovation Firm|JERRY NAFZGER
1|KS|BR|Hiawatha|Northeast Kansas Community Action Program, Inc.|1260 220th St., PO Box 380|785-742-2222 ext 251|KS10-1373|Lead Renovation Firm|Jack Shaefer
1|KS|BT|Ellinwood|Exterior Designs Inc.|102 S. Main St.|620-564-3716|KS10-1384|Lead Renovation Firm|Joe Curtiss|Glen Hertel
1|KS|BT|Ellinwood|Joiner Construction Inc.|PO Box 238|620-564-2818|KS10-1383|Lead Renovation Firm|Justin Joiner
1|KS|BT|GREAT BEND|THE SOUTHARD CORPORATION|1222 10TH|620-793-5434|KS10-1212|Lead Renovation Firm|JEFF FRY|MIKE SOUTHARD
1|KS|BT|Great Bend|L&N Contracting|622 W. Hwy 56|620-617-6696|KS10-1416|Lead Renovation Firm|Lonnie Philbern
1|KS|BT|HOISINGTON|CHRISTIANS SPECIALTIES INC.|532 NW 160 RD.|620-653-7684|KS10-1197|Lead Renovation Firm|RAYMOND CHRISTIANS
1|KS|BU|AUGUSTA|AEG Handyman Services|33 HUNTINGTON RD.|316-866-2728|KS10-1190|Lead Renovation Firm|LAWRENCE L. KEYSER
1|KS|BU|Augusta|CM Customworks, Inc.|9783 SW Santa Fe Lake Rd.|316-775-0643|KS10-1376|Lead Renovation Firm|Max Reimschesel|Cory Metzger
1|KS|BUTLER|AUGUSTA|PAGE CORPORATION|6333 SW SANTA FE LAKE RD|316-262-7200|KS10-1757|Lead Renovation Firm|MIKE PAGE|KYLE HOWARD|COLT PAGE
1|KS|Barber|Medicine Lodge|Prothe Enterprises|7741 SE IS HWY 281|620-886-5240|KS11-2557|Lead Renovation Firm|Craig M Prothe
1|KS|Barber|Medicine Lodge|Ruton Construction Inc.|207 W Stolp|620-886-3581|KS10-1546|Lead Renovation Firm|Mike Ruton
1|KS|Barton|Claflin|CenKan Lead Testing, LLC|1371 NE 190 Rd|620-282-3634|KS11-2346|Lead Activity Firm|kachina
1|KS|Barton|Ellinwood|Bryant Construction|111 E. 3rd St.|620-564-3412|KS10-1734|Lead Renovation Firm|Lyle W. Bryant
1|KS|Barton|Great Bend|"ART" Herren Home Repair|4206 Railroad Ave|620-793-8778|KS10-1637|Lead Renovation Firm|Arthur E. Herren
1|KS|Barton|Great Bend|Allen's Home Improvement|439 Kiowa Rd.|620-791-8345|KS10-1572|Lead Renovation Firm|Barry Allen
1|KS|Barton|Great Bend|CPS Home & Garden  DBA Jack the Handyman|5501 9th Street Lot 99|620-282-2819|KS15-3034|Lead Renovation Firm|Raza Manase
1|KS|Barton|Great Bend|Cusstem Painting & Contracting|622 West Hwy 56|620-791-7615|KS10-1520|Lead Renovation Firm|Luie Philbera
1|KS|Barton|Great Bend|Feist Construction|PO Box 314|620-792-2789|KS14-2942|Lead Renovation Firm|Dan Fiest|David Feist
1|KS|Barton|Great Bend|Parr Construction LLC|2101 US Highway 281 Bypass, PO Box 1778|620-792-7020|KS10-1848|Lead Renovation Firm|Doug Clark
1|KS|Barton|Great Bend|Rube's Inc.|5251 9th ST|620-793-6769|KS10-2141|Lead Renovation Firm|Brian L Pedigo
1|KS|Barton|Great Bend|Stueder Contractors, Inc.|3410 10th Street|620-792-6044|KS11-2474|Lead Renovation Firm|Terry Stueder
1|KS|Barton|Great Bend|TNT Renovations, Inc.|1400 18th St.|620-793-3450|KS10-1711|Lead Renovation Firm|Todd A. Smith|Theresa M. Smith
1|KS|Barton|Hoisington|TSI Laboratories|820 N Pine Street|620-603-0345|KS15-3022|Lead Renovation Firm|TSI Laboratories|Tigie Stephens
1|KS|Brown|Everest|D & M  Construction|1191 Prairie Rd|785-548-7582|KS10-1952|Lead Renovation Firm|Donald Nigh
1|KS|Brown|Fairview|Van's Electric|211 E. 1st St.|785-467-8380|KS10-1721|Lead Renovation Firm|Elvon VanDalsem
1|KS|Brown|Hiawatha|Aller's LLC|2089 Kingfisher Road|785-741-2000|KS10-1837|Lead Renovation Firm|Patrick Aller
1|KS|Brown|Hiawatha|Eagle Sundown Services|1114 Utah|785-288-0364|KS10-1821|Lead Renovation Firm|Roland Keller
1|KS|Brown|Hiawatha|Knudson Construction, Inc.|307 Choctaw Street|785-742-2415|KS10-1863|Lead Renovation Firm|Knute Knudson
1|KS|Brown|Hiawatha|Noel Boye Construction|309 Miami St.|785-547-7397|KS10-1587|Lead Renovation Firm|Noel Boye
1|KS|Brown|Hiawatha|Schuster Construction|2887 Killdeer Road|785-742-7556|KS10-2184|Lead Renovation Firm|Gerald Schuster|Ramona Schuster
1|KS|Brown|Hiawatha|Soden Const.|607 Pawnee|785-742-4276|KS10-2044|Lead Renovation Firm|Chad Soden
1|KS|Brown|Horton|Scott Rentals|1147 Central|785-486-3655|KS11-2405|Lead Renovation Firm|John M Scott
1|KS|Brown|Robinson|Siebenmorgen Excavating|2345 Prairie Rd|785-741-1820|KS10-2052|Lead Renovation Firm|Luke Siebenmorgen
1|KS|Butler|Andover|Bill Griffing Painting, Inc.|P.O. Box 1004|316-733-5201|KS10-2053|Lead Renovation Firm|Richard Nethercot
1|KS|Butler|Andover|Dennis Smith Construction|422 W 10th|316-393-8837|KS10-2162|Lead Renovation Firm|Dennis Smith
1|KS|Butler|Andover|Efficiency Exteriors, Inc.|13922 SW US 54 Hwy|316-733-6600|KS10-1522|Lead Renovation Firm|Linda Kitch
1|KS|Butler|Andover|Oliver Construction|1139 W. Sumac|316-393-8303|KS14-2886|Lead Renovation Firm|Phillip Oliver
1|KS|Butler|Andover|West & Co. Painting, LLC|401 W. Central|316-686-5155|KS10-1854|Lead Renovation Firm|Lawrence West
1|KS|Butler|Augusta|AEG Handyman Services, Inc|33 Huntington Rd.|316-866-2728|KS10-1372|Lead Renovation Firm|Lawrence L. Keyser
1|KS|Butler|Augusta|Elite Enterprises, Inc.|1405 S. Hwy 77, PO Box 552|316-841-2582|KS10-1438|Lead Renovation Firm|Stacey L. Bilson, President|John R. Bilson, Vice President
1|KS|Butler|Augusta|Farm & Home Services, L.L.C.|11202 S.W. 120th|316-775-3840|KS10-1882|Lead Renovation Firm|Craig W. Smith
1|KS|Butler|Augusta|Time Frame|607 Colleen St|316-201-1603|KS10-2043|Lead Renovation Firm|Jimmy L Parker
1|KS|Butler|Augusta|Tolbert Construction|1701 Deerborn Street|316-258-7977|KS13-2788|Lead Renovation Firm|Marion Wesley Tolbert IV
1|KS|Butler|Augusta|Wiseman & Associates, LLC|PO Box 517|316-253-5085|KS11-2524|Lead Renovation Firm|Ken Wiseman|Shannon Wiseman
1|KS|Butler|El Dorado|Briggs Home Inspection Co. L.L.C.|8876 NW Kelli Rd|316-323-4099|KS11-2282|Lead Renovation Firm|Trueman D Briggs
1|KS|Butler|El Dorado|Butler Home Improvements LLC|417 S Main|316-322-8880|KS10-1902|Lead Renovation Firm|Sarah Clements
1|KS|Butler|El Dorado|Eaton Construction|824 N. Atchison|316-323-2699|KS10-1775|Lead Renovation Firm|Zach Eaton
1|KS|Butler|El Dorado|Hendricks Construction Services|#8 NE Cole Creek Rd, PO Box 191|316-322-3937|KS10-1884|Lead Renovation Firm|Ron Hendricks
1|KS|Butler|El Dorado|Jedd Cliff|504 Race|316-322-5722|KS11-2443|Lead Renovation Firm|Jedd Cliff
1|KS|Butler|El Dorado|Mark II Builders|121 Jones St|316-321-7240|KS11-2495|Lead Renovation Firm|Mark W Long
1|KS|Butler|El Dorado|Scanlon Exteriors|507 N Summit|316-322-0432|KS12-2658|Lead Renovation Firm|Christopher J Scanlon
1|KS|Butler|El Dorado|Schwindt Remodeling|3515 W. Towanda Ave.|316-250-5387|KS10-1751|Lead Renovation Firm|Darren Schwindt
1|KS|Butler|El Dorado|Stricklin Remodeling, LLC|1720 Payton Circle|316-323-3498|KS10-1808|Lead Renovation Firm|Dennis Stricklin
1|KS|Butler|El Dorado|Trailwood Co., Inc.|615 N Main|316-321-6500|KS11-2472|Lead Renovation Firm|Eddie Dean
1|KS|Butler|El Dorado|USD 490, El Dorado Schools|124 W Central|316-322-4800|KS10-2197|Lead Renovation Firm|David W. Wagner- Director of Operations
1|KS|Butler|El Dorado|Wilkinson Construction LLC|1100 S Denver|316-321-0580|KS12-2647|Lead Renovation Firm|Wade Wilkinson
1|KS|Butler|Rose Hill|K Carpentry|13955 SW 150th|951-691-6395|KS11-2355|Lead Renovation Firm|Ken Kiser
1|KS|CD|CONCORDIA|GEISLER ROOFING INC.|908 E. 6TH|785-243-7298|KS10-1218|Lead Renovation Firm|STEVE GEISLER|MARK FRASER
1|KS|CD|CONCORDIA|SNELL CONTRACTING INC.|1590 N. 146TH RD.|785-243-5026|KS10-1220|Lead Renovation Firm|MITCHELL SNELL
1|KS|CL|ARKANSAS CITY|Morgan Painting|3441 302ND RD.|620-660-2151|KS10-1299|Lead Renovation Firm|JUSTIN R. MORGAN
1|KS|CLOUD|CONCORDIA|ACCENT EXTERIORS|415 E 14TH STREET|785-569-1375|KS12-2645|Lead Renovation Firm|JOSHUA SEYMOUR
1|KS|CLOUD|CONCORDIA|BILL''S REMODELING|625 E 16TH|785-243-4505|KS10-1314|Lead Renovation Firm|WILLIAM GIEBER
1|KS|CQ|Peru|Cowboy Contracting Inc.|761 Road 23|620-332-7011|KS10-1419|Lead Renovation Firm|Rhonda Adams
1|KS|CR|GIRARD|SEK-CAP INC.|401 N. SINNET|620-724-8204|KS10-1184|Lead Renovation Firm|STEVEN V. LOHR
1|KS|CRAWFORD|PITTSBURG|SERVICEMASTER OF SEK|2906 N OLD ROUSE|620-232-1230|KS10-1497|Lead Renovation Firm|RON SIEB|JUDY SIEB
1|KS|Chanute|Chanute|Eric's Painting|53 East 49th|620-431-3651|KS10-1871|Lead Renovation Firm|Eric Methuin
1|KS|Chase|Emporia|The Window Company|923 GARFIELD STREET|620-343-9110|KS10-1368|Lead Renovation Firm|Howard Magathan
1|KS|Cherokee|Columbus|Crossland Construction|833 SE Ave|620-429-1414|KS11-2375|Lead Renovation Firm|Clay Kubicek
1|KS|Cherokee|Columbus|Danco Contracting|2316 NW 5th|620-674-2264|KS11-2515|Lead Renovation Firm|Roger Daniels
1|KS|Cherokee|Crestline|Chris Palmer - Handyman|7063 SE Wren Lane|620-389-2314|KS14-2868|Lead Renovation Firm|Chris Palmer
1|KS|Cherokee|Riverton|Abernathy Construction|7635 SE Elderberry Lane|620-762-0488|KS14-2885|Lead Renovation Firm|Kenneth Darn Abernathy
1|KS|Cherokee|Scammon|Venson Enterprises, Inc.|P.O. Box 45|620-479-2982|KS10-1811|Lead Renovation Firm|Carol Venson
1|KS|Cherokee|Wien|M & K Construction|2346 NE Coal Valley Rd|620-396-8985|KS10-2194|Lead Renovation Firm|Matthew J Thomas
1|KS|Cheyenne|St. Francis|Jensen Construction|412 E. Spencer|785-332-3326|KS10-1579|Lead Renovation Firm|Roger L. Jensen
1|KS|Clark|Ashland|Mattoast Painting & Studio|703 1/2 Main St|620-635-2010|KS10-1934|Lead Renovation Firm|Matthew Habiger
1|KS|Clay|Claycomo|S&B Enterprises|36 South Drake|none|KS10-1663|Lead Renovation Firm|Bruce Batye
1|KS|Clay|Kansas City|Sickler Investment Company Inc|4900 NE 72nd St|913-360-2855|KS12-2698|Lead Renovation Firm|Richard Sickler
1|KS|Cloud|Concordia|Greg Wiesner Contruction|403 E. 9th|785-243-3714|KS10-1794|Lead Renovation Firm|Gregory John Wesner
1|KS|Cloud|Concordia|Linden Construction|213 W. 18th|785-243-6155|KS10-1694|Lead Renovation Firm|Mike Linden
1|KS|Cloud|Miltonvale|Cote Construction|2623 Camp Rd.|785-427-2471|KS10-1682|Lead Renovation Firm|Raymond Cote
1|KS|Coffey|Gridley|Countertop Trends LLC|406 Main St.|620-836-2311|KS10-1391|Lead Renovation Firm|Kara Beyer
1|KS|Coffey|Gridley|Countertop Trends LLC|406 Main St.|620-836-2311|KS10-1391|Lead Renovation Firm|Kara Beyer
1|KS|Coffey|Hartford|B & H Appliance Heating and Cooling|330 S 3rd St Jacobs Creek|620-634-8700|KS12-2616|Lead Renovation Firm|Mark Harris
1|KS|Coffey|New Strawn|Burris Roofing Inc./DBA HomeStyle Exteriors|308 Industrial|620-364-2154|KS10-1431|Lead Renovation Firm|Kenny Burris|Kristin Smith
1|KS|Coffey|Westphalia|Camelot Custom Wood Works, Inc.|314 Dobell|316-648-0088|KS10-2188|Lead Renovation Firm|James Price
1|KS|Cowley|Arkansas City|Ark City Glass|523 North Summit|620-442-2630|KS10-2059|Lead Renovation Firm|Brion Sandorhom|Cindy Sandorhom
1|KS|Cowley|Arkansas City|Green Associates|1326 ND|(620)446-2741|KS10-1485|Lead Renovation Firm|Sandra Randel
1|KS|Cowley|Arkansas City|Hinson Construction, LLC|26791 41st Road|620-441-0776|KS10-1822|Lead Renovation Firm|Kent L. Hinson
1|KS|Cowley|Arkansas City|USD 470|2545 Greenway|620-441-2000|KS11-2459|Lead Renovation Firm|
1|KS|Cowley|Udall|D & D Electric, Inc.|4367 2nd Road|316-304-9001|KS10-1685|Lead Renovation Firm|Dennis Brack|Jeffery Norris
1|KS|Cowley|Winfield|Day Enterprises, LLC.|6 Leed Road|620-221-1562|KS10-1961|Lead Renovation Firm|Kenneth Day
1|KS|Cowley|Winfield|Finney Htg & Air Conditioning|112 E 8th Ave/ PO Box 465|620-221-9620|KS10-1927|Lead Renovation Firm|James Finney
1|KS|Cowley|Winfield|Higdon Painting|PO Box 248|620-221-3166|KS10-2073|Lead Renovation Firm|Jeffery S Higdon
1|KS|Cowley|Winfield|Hostetter Home Improvement|1606 Elizabeth|620-221-2770|KS14-2869|Lead Renovation Firm|Keith Hostetter
1|KS|Cowley|Winfield|Modernworks Construction Inc.|416 Ceder Lane Dr.|620-402-6205|KS10-1586|Lead Renovation Firm|Darcy Davis
1|KS|Cowley|Winfield|Mumford Contracting, LLC|321 Park Street|620-222-5841|KS14-2906|Lead Renovation Firm|Kansas Mumford|Leonard Mumford
1|KS|Cowley|Winfield|R. Long Associates LLC|714 Manning St.|620-221-4943|KS10-1826|Lead Renovation Firm|Rodney E. Long
1|KS|Cowley|Winfield|Winfield Public Schools USD 465|1407 Wheat RD|620-221-5100|KS15-3012|Lead Renovation Firm|Winfield Public Schools USD 465|Brian Meyer
1|KS|Crawford|Arma|Albert Ginardi|307 N West St|620-704-5283|KS10-2129|Lead Renovation Firm|Albert Ginardi
1|KS|Crawford|Frontenac|James Lawson Carpentry|1107 N. Linn|620-249-3698|KS14-2904|Lead Renovation Firm|James Lawson
1|KS|Crawford|Frontenac|Mid America Roofing & Construction|1035 North Highway 69|620-232-1678|KS05-1105|Lead Renovation Firm|Norman Miller
1|KS|Crawford|McCune|Earl L Hartman|961 S 87th St|620-632-4253|KS12-2637|Lead Renovation Firm|Earl Hartman
1|KS|Crawford|Pittsburg|Butler Rentals Inc.|810 W Euclid / PO Box 1411|620-404-8838|KS10-1958|Lead Renovation Firm|Charles R Butler
1|KS|Crawford|Pittsburg|CDL Electric / T & K Rental's|201 North Joplin|620-231-6420|KS10-1880|Lead Renovation Firm|Larry Seward Jr.|Gene Arnold
1|KS|Crawford|Pittsburg|CDL-Electric|201 North Joplin|620-231-6420|KS11-2391|Lead Renovation Firm|Gene Arnold-contact
1|KS|Crawford|Pittsburg|Doug Thomas Painting|204 S Walnut|620-249-2957|KS10-1966|Lead Renovation Firm|Douglass E Thomas
1|KS|Crawford|Pittsburg|Mike Stapleton|1302 Franklin Rd|6208753883|KS12-2629|Lead Renovation Firm|Mike Stapleton
1|KS|Crawford|Pittsburg|Qualls Construction|1709 N. Free King|620-704-1412|KS10-1803|Lead Renovation Firm|David Qualls
1|KS|Crawford|Pittsburg|Touchton Electric and Alarms, Inc.|111 N. Broadway|620-232-9294|KS10-1720|Lead Renovation Firm|David Touchton
1|KS|Crawford|Pittsburg|Yost Properties|105  W 4th|620-231-6190|KS10-1949|Lead Renovation Firm|Charles W Yost
1|KS|DG|BALDWIN CITY|HERITAGE WEATHERIZATION LLC|P.O. BOX 11|913-206-0613|KS10-1213|Lead Renovation Firm|JOSEPH L. SALB
1|KS|DG|Eudora|MAJAC Enterprises|1319 Tallgrass Dr.|816-365-7073|KS12-2600|Lead Renovation Firm|Aaron Haden
1|KS|DG|LAWRENCE|ABC Home Exteriors|1312 STONE MEADOWS DR.|785-232-7500|KS10-1182|Lead Renovation Firm|TOM NEUBURGER
1|KS|DG|Lawrence|Dunco Inc. dba Niehoff/Dunco Heating & Cooling|1729 Bullene Ave.|785-843-7137|KS10-1336|Lead Renovation Firm|Charles Wayne Duncan
1|KS|DG.|Lawrence|Dennis Brown Painting Inc.|806 Ohio|785-841-2460|KS10-1305|Lead Renovation Firm|Dennis J. Brown
1|KS|DICKINSON|ABILENE|MORTON DEVELOPMENT|503 NE 12TH ST.|785-200-1210|KS13-10557|Lead Renovation Firm|JASON MORTON
1|KS|DK|ABILENE|SMITH HEATING AND AIR CONDITIONING INC.|318 NE 14TH|785-263-2412|KS10-1186|Lead Renovation Firm|GREG HOTTMAN
1|KS|DK|Abilene|Four Seasons Inc.|1202 NW 5th|785-263-2922|KS11-2441|Lead Renovation Firm|Mike Meuli-Contact|Steve Rindt-Owner
1|KS|DK|Abilene|M & R Building|2560 Daisy Rd.|785-263-3043|KS10-1272|Lead Renovation Firm|Matt Elliott
1|KS|DK|Abilene|Smith Heating & Air Conditioning, Inc.|318 N.E. 14th|785-263-2412|KS10-1273|Lead Renovation Firm|Greg Hottman
1|KS|DOUGLAS|BALDWIN|Siebar Service LLC|154 E 1287 RD|785-594-6510|KS10-1264|Lead Renovation Firm|ROBERT PRINGLE|ROB PRINGLE
1|KS|DOUGLAS|BALDWIN CITY|SCOTT''S REPAIR LLC|181 EAST 1575 RD|785-594-2584|KS10-2225|Lead Renovation Firm|SCOTT BRADDOCK
1|KS|DOUGLAS|EUDORA|AIR BY KNIGHT LLC|1715 SYCAMORE CT|785-542-2628|KS11-2345|Lead Renovation Firm|LARRY KNIGHT|JAMES HAMILTON
1|KS|DOUGLAS|LAWRENCE|AIRTIGHT ENERGY AUDITS|PO BOX 1961|785-727-0209|KS11-2510|Lead Renovation Firm|ROBERT COFFMAN|NANCY SCHWARTING
1|KS|DOUGLAS|LAWRENCE|APPLE TREE HOMES, INC.|2405 OXFORD ROAD|785-832-1414|KS10-1424|Lead Renovation Firm|GREG RAU|CAROL RAU
1|KS|DOUGLAS|LAWRENCE|ARTISAN FLOOR COMPANY|3507 W. 5TH TERR.|785-691-6117|KS10-2131|Lead Renovation Firm|DUANE DORN
1|KS|DOUGLAS|LAWRENCE|Del Sol Electric LLC|494 N 1500 RD|785-887-9990|KS10-1509|Lead Renovation Firm|JACOB KOZLOWSKI
1|KS|DOUGLAS|LAWRENCE|EDEN CONSTRUCTION|6332 CANDY LANE|303-720-2556|KS11-2383|Lead Renovation Firm|JOSHUAH ALLEN
1|KS|DOUGLAS|LAWRENCE|FIRST MANAGEMENT INC/FIRST CONSTRUCTION LLC|601 N IOWA|785-841-7333|KS10-1892|Lead Renovation Firm|DOUG COMPTON|ROBERT GREEN
1|KS|DOUGLAS|LAWRENCE|GREG SPRINGER HANDYMAN|1520 W. 27TH STREET|785-423-5367|KS10-1866|Lead Renovation Firm|GREG SPRINGER|SAM SPRINGER
1|KS|DOUGLAS|LAWRENCE|J&D SERVICES LLC|2602 BELLE HAVEN DRIVE|785-979-8756|KS10-1569|Lead Renovation Firm|DAVID BALDWIN
1|KS|DOUGLAS|LAWRENCE|N. B. REMODELING LLC D/B/A NATURAL BREEZE REMODELING|1440 WAKARUSA - SUITE 800|785-749-1855|KS11-2469|Lead Renovation Firm|NEIL A. GASKIN|TERRY D FINTON
1|KS|DOUGLAS|LAWRENCE|PARADISE CARPET ONE FLOOR AND HOME|2108 WEST 27TH ST. SUITE E|785-856-8011|KS11-2320|Lead Renovation Firm|LOUIS T DAVIS|BARBARA L DAVIS
1|KS|DOUGLAS|LAWRENCE|PAUL DAVIS RESTORATION OF KANSAS CITY|1420 N 3RD STREET|785-842-0351|KS12-10156|Lead Renovation Firm|JEFFREY S. GOLDMAN
1|KS|DOUGLAS|LAWRENCE|RICARDO COLIN|1120 RHODE ISLAND|785-380-1314|KS12-2654|Lead Renovation Firm|RICARDO COLIN
1|KS|DOUGLAS|LAWRENCE|ROD WENGER INC.|1160 E 1135 RD|785-842-3357|KS10-1865|Lead Renovation Firm|ROD WENGER
1|KS|DOUGLAS|LAWRENCE|STF HANDYMAN|239 WISCONSIN|785-423-1148|KS12-2601|Lead Renovation Firm|SHAUN FLYNN
